"ID","publication_date","best_name","best_name_prob","best_common","best_common_prob","best_full","best_full_prob","article_count","extracted_url","extracted_url_status","extracted_url_coordinates","aug_extracted_url_country","wayback_url","affiliation","authors","grant_ids","grant_agencies","num_citations","aug_affiliation_countries"
"39609860",2024-11-28,"CardioAtlas",0.993335366,"CardioAtlas",0.993335366,"",0,1,"http://bio-bigdata.hrbmu.edu.cn/CardioAtlas","301","(41.7922,123.4328)","China","http://web.archive.org/web/20260609044042/https://bio-bigdata.hrbmu.edu.cn/CardioAtlas/","College of Bioinformatics Science and Technology, Harbin Medical University, Harbin, Heilongjiang, 150081, China.","Jiang T, Jin X, Gao Y, Zhou W, Yu J, Li Y, Xu J, Cai B","","National Natural Science Foundation of China, National Natural Science Foundation of China, Natural Science Foundation of Heilongjiang Province, Natural Science Foundation of Heilongjiang Province (Key Program)",1,"China"
"39740512",2024-12-30,"BreVamiR3",0.995544374,"BreVamiR3",0.995544374,"",0,1,"http://brevamir3.web.app/index.html","301","(38.0088,-122.1175)","USA","None","Department of Human Genetics and Molecular Medicine, Central University of Punjab, Bathinda, Punjab, India.","Chhichholiya Y, Kumar V, Hlawndo L, Sangave K, Singh S, Munshi A","","Council of Scientific and Industrial Research, India",1,"India"
"39854213",2025-01-01,"BuffExDb",0.992590904,"BuffExDb",0.992590904,"",0,1,"http://46.202.167.198/buffex","404","",NA,"no_wayback","Division of Agricultural Bioinformatics, ICAR-Indian Agricultural Statistics Research Institute, Library Avenue, PUSA, New Delhi 110012, India.","Kumari N, Kumar S, Roy A, Saini P, Jaiswal S, Iquebal MA, Angadi UB, Kumar D","","",1,"India"
"39961523",2025-02-16,"CAZyme3D",0.996718907,"CAZyme3D",0.996718907,"",0,1,"http://pro.unl.edu/CAZyme3D","301","(47.6036,-122.3256)","USA","http://web.archive.org/web/20260420191628/https://pro.unl.edu/CAZyme3D/","Nebraska Food for Health Center, Department of Food Science and Technology, University of Nebraska - Lincoln, Lincoln, NE 68588, USA.","Siva Shanmugam NR, Yin Y","","NIH National Institute of General Medical Sciences, USDA Agricultural Research Service, U.S. Department of Agriculture, National Institutes of Health, National Institutes of Health National Institute of Allergy and Infectious Diseases, University of Nebraska-Lincoln, NIGMS NIH HHS, NIH HHS",4,"United States"
"40338521",2025-05-01,"CancerPPD2",0.987914085,"CancerPPD2",0.987914085,"",0,1,"http://webs.iiitd.edu.in/raghava/cancerppd2/, http://webs.iiitd.edu.in/raghava/cancerppd2/api/rest.html","301, 301","(28.6519,77.2315), (28.6519,77.2315)","India","http://web.archive.org/web/20260621130212/https://webs.iiitd.edu.in/raghava/cancerppd2/, http://web.archive.org/web/20260314134449/https://webs.iiitd.edu.in/raghava/cancerppd2/api/rest.html","Department of Computational Biology, Indraprastha Institute of Information Technology, Okhla Phase 3, New Delhi 110020, India.","Chauhan M, Gupta A, Tomer R, Raghava GPS","","INSPIRE, dbt, Indraprastha Institute of Information Technology, All India Council for Technical Education (AICTE), Department of Science and Technology",7,"India"
"40634835",2025-07-09,"CanASM",0.997625828,"CanASM",0.997625828,"",0,1,"http://bioinfor.nefu.edu.cn/CanASM","302","(41.7922,123.4328)","China","http://web.archive.org/web/20250408141733/https://bioinfor.nefu.edu.cn/CanASM/","College of Life Sciences, Northeast Forestry University, Harbin, China.","Zhao J, Zhao Z, Li H, Yu H, Lin H, Chen H, Li X, Liu D, Wang Y, Wang G","","National Natural Science Foundation of China",2,"China"
"40664906",2025-07-15,"CampaignView",0.995476961,"CampaignView",0.995476961,"",0,1,"http://campaignview.org","301","(39.0437,-77.4875)","USA","http://web.archive.org/web/20260609144859/https://campaignview.org/","University of Notre Dame, Department of Political Science, Notre Dame, 46556, US. rachel.porter@nd.edu.","Porter R, Case CR, Treul SA","","",1,"NA"
"41091842",2025-10-14,"cfMethDB",0.994327068,"cfMethDB",0.994327068,"",0,1,"http://cfmethdb.hzau.edu.cn/home","403","",NA,"None","National Key Laboratory of Crop Genetic Improvement, Hubei Hongshan Laboratory, Huazhong Agricultural University, Wuhan 430070, China.","Sun Y, Zhu Z, Zhou Q, Wang Z, Hou Y, Zhou X, Li G","","",0,"China"
"41205027",2025-11-08,"CanDRes",0.996405065,"CanDRes",0.996405065,"",0,1,"http://candres.bicnirrh.res.in","301","(19.0728,72.8826)","India","no_wayback","Biomedical Informatics Centre, ICMR-National Institute for Research in Reproductive and Child Health, Mumbai, Maharashtra, 400012, India.","Kumar C, Arshi A, Yadav A, Chavan P, Idicula-Thomas S","","Science and Engineering Research Board, Indian Council of Medical Research, Department of Biotechnology, Government of India",0,"India"
"41286496",2025-11-24,"CanRisk-DB",0.997075629,"CanRisk-DB",0.997075629,"",0,1,"http://www.canrisk-ai.com","301","(31.2222,121.4581)","China","http://web.archive.org/web/20260222025535/https://www.canrisk-ai.com/","Office of Cancer Screening, National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China.","Xu Y, Xia C, Tong S, Yu H, Liu F, Chen S, Liu J, Wu Y, Wang J, Li Q, Zhu S, Chen W","","Ministry of Science and Technology of the People's Republic of China, National High Level Hospital Clinical Research Funding and Cooperation Fund of CHCAMS and SZCH, Ministry of Science and Technology of the People's Republic of China, National Natural Science Foundation of China, National Natural Science Foundation of China",0,"China"
"41426962",2025-11-25,"CeSTAAN",0.986888429,"CeSTAAN",0.986888429,"elegans Single-nucleus Transcriptomic Atlas of Adult Neurons",0.979744331,1,"http://cestaan.princeton.edu","301","(40.2171,-74.7429)","USA","None","LSI Genomics, Molecular Biology, Princeton University, Princeton, New Jersey, United States.","St Ange J, Langmack H, Murphy CT","","",0,"United States, United States"
"37897356",2024-01-01,"COV2Var",0.997677997,"COV2Var",0.997677997,"",0,1,"http://biomedbdc.wchscu.cn/COV2Var","301","(30.2936,120.1614)","China","http://web.archive.org/web/20250216010627/https://biomedbdc.wchscu.cn/COV2Var/","Department of Laboratory Medicine and West China Biomedical Big Data Center, West China Hospital, Sichuan University, ChengduÂ 610041, China.","Feng Y, Yi J, Yang L, Wang Y, Wen J, Zhao W, Kim P, Zhou X","","NIH, NSF, NIGMS NIH HHS, NIGMS NIH HHS, NIH, NIH, NIH, West China Hospital, Sichuan University, NIH HHS, West China Hospital, Sichuan University, NCI NIH HHS, Center of Excellence-International Collaboration Initiative, NSF, NIAMS NIH HHS",16,"China, China, China"
"37897359",2024-01-01,"circRNADisease",0.968849123,"circRNADisease",0.968849123,"",0,1,"http://cgga.org.cn/circRNADisease/, http://cgga.org.cn:9091/circRNADisease","301, HTTPConnectionPool(host='cgga.org.cn', port=9091): Pool is closed.","(39.9075,116.3972), ","China","http://web.archive.org/web/20260301051729/https://cgga.org.cn/circRNADisease/, http://web.archive.org/web/20240619230353/http://cgga.org.cn:9091/circRNADisease/","Beijing Neurosurgical Institute, Capital Medical University, BeijingÂ 100070, China.","Sun ZY, Yang CL, Huang LJ, Mo ZC, Zhang KN, Fan WH, Wang KY, Wu F, Wang JG, Meng FL, Zhao Z, Jiang T","","Beijing Municipal Health Commission Fund, Hong Kong Research Grants Council, Hong Kong Research Grants Council, Hetao Shenzhen-Hong Kong Science and Technology Innovation Cooperation Zone, Joint Funding Scheme, Joint Funding Scheme, Hong Kong Research Grants Council, Hong Kong Innovation and Technology Commission, Beijing Hospitals Authority Youth Programme, National Natural Science Foundation of China, National Natural Science Foundation of China, Hong Kong Research Grants Council, Hong Kong Research Grants Council, Hong Kong Research Grants Council",25,"China"
"37941154",2024-01-01,"COLOCdb",0.998269737,"COLOCdb",0.998269737,"",0,1,"http://ngdc.cncb.ac.cn/colocdb","301","(39.9075,116.3972)","China","http://web.archive.org/web/20240419085954/https://ngdc.cncb.ac.cn/colocdb/","CAS Key Laboratory of Genomic and Precision Medicine, Beijing Institute of Genomics, Chinese Academy of Sciences and China National Center for Bioinformation, Beijing 100101, China.","Pan S, Kang H, Liu X, Li S, Yang P, Wu M, Yuan N, Lin S, Zheng Q, Jia P","","National Natural Science Foundation of China, Startup Research Fund of Henan Academy of Sciences, Strategic Priority Research Program of the Chinese Academy of Sciences",17,"China, China"
"38469247",2024-02-29,"ColPTMScape",0.973195016,"ColPTMScape",0.973195016,"",0,1,"http://colptmscape.iitmandi.ac.in","302","(31.7119,76.9327)","India","no_wayback","School of Biosciences and Bioengineering, Indian Institute of Technology (IIT) Mandi, Himachal Pradesh 175075, India.","Joshi A, Nigam A, Narayan Mudgal L, Mondal B, Basak T","","Department of Science and Technology",5,"India"
"38481028",2024-04-01,"CIPHER",0.98532325,"CIPHER",0.98532325,"Centralized Interactive Phenomics Resource",0.902779241,1,"http://phenomics.va.ornl.gov","200","(36.6676,-78.3875)","USA","http://web.archive.org/web/20260606163947/http://phenomics.va.ornl.gov/","Centralized Interactive Phenomics Resource (CIPHER), Office of Research and Development, Veterans Health Administration, Washington, DC 20002, United States.","Honerlaw J, Ho YL, Fontin F, Murray M, Galloway A, Heise D, Connatser K, Davies L, Gosian J, Maripuri M, Russo J, Sangar R, Tanukonda V, Zielinski E, Dubreuil M, Zimolzak AJ, Panickan VA, Cheng SC, Whitbourne SB, Gagnon DR, Cai T, Liao KP, Ramoni RB, Gaziano JM, Muralidhar S, Cho K","","Department of Veterans Affairs Office of Information Technology Inter-Agency, Office of Science of the US Department of Energy, Department of Veterans Affairs Office of Research and Development",8,"United States"
"38653491",2024-03-01,"CovEpiAb",0.994608343,"CovEpiAb",0.994608343,"",0,1,"http://pgx.zju.edu.cn/covepiab","301","(31.2222,121.4581)","China","http://web.archive.org/web/20250909135027/https://pgx.zju.edu.cn/covepiab/","National Key Laboratory of Advanced Drug Delivery and Release Systems & Zhejiang Provincial Key Laboratory of Anti-Cancer Drug Research, College of Pharmaceutical Sciences, Zhejiang University, Hangzhou 310058, China.","Zhang X, Wu J, Luo Y, Wang Y, Wu Y, Xu X, Zhang Y, Kong R, Chi Y, Sun Y, Chen S, He Q, Zhu F, Zhou Z","","K.P. Chaoâs High Technology Development Foundation of Zhejiang University, Zhejiang Provincial Natural Science Foundation of China, National Natural Science Foundation of China, K.P. Chao's High Technology Development Foundation of Zhejiang University, Zhejiang Provincial Natural Science Foundation of China, Zhejiang University",2,"China"
"38803273",2024-05-01,"CoSFISH",0.996188819,"CoSFISH",0.996188819,"",0,1,"http://210.22.121.250:8888/CoSFISH/home/indexPage","200","",NA,"http://web.archive.org/web/20240605150549/http://210.22.121.250:8888/CoSFISH/home/indexPage","Key Laboratory of Prevention and Control for Aquatic Invasive Alien Species, Ministry of Agriculture and Rural Affairs, Guangdong Modern Recreational Fisheries Engineering Technology Center, Pearl River Fisheries Research Institute, Chinese Academy of Fishery Sciences, No.1 Xingyu Road, Xilang, Liwan District, Guangzhou 510380, China.","Wang Y, Yang Y, Liu Y, Liu C, Xu M, Fang M, Mu X","","National Freshwater Genetic Resource Center, Guangdong Rural Revitalization Strategy Special Provincial Organization, Modern Agriculture Industry Technology Innovation Team, China-ASEAN Maritime Cooperation Fund",3,"China"
"38912124",2024-05-15,"CPCRD",0.983890235,"CPCRD",0.983890235,"Center for Plant Conservation Reintroduction Database",0.9681447,1,"http://saveplants.org/reintroduction-database","301","(37.7621,-122.3971)","USA","no_wayback","Center for Plant Conservation 15600 San Pasqual Valley Road Escondido 92027 California USA.","Bellis J, Albrecht MA, Maschinski J, Osazuwa-Peters O, Stanley T, Heineman KD","","",1,"United States"
"38989623",2024-08-01,"CilioGenics",0.964963436,"CilioGenics",0.964963436,"",0,1,"http://ciliogenics.com","302","(48.9751,8.1785)","Germany","no_wayback","Rare Disease Laboratory, School of Life and Natural Sciences, Abdullah Gul University, Kayseri, Turkiye.","Pir MS, Begar E, Yenisert F, Demirci HC, Korkmaz ME, Karaman A, Tsiropoulou S, Firat-Karalar EN, Blacque OE, Oner SS, Doluca O, Cevik S, Kaplan OI","","",24,"Turkiye"
"39066515",2024-07-01,"CO-19 PDB",0.970707774,"CO-19 PDB",0.970707774,"COVID-19 Pandemic Database",0.702724048,1,"http://www.co-19pdb.habdsk.org","HTTPConnectionPool(host='www.co-19pdb.habdsk.org', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b189f6a0>: Failed to establish a new connection: [Errno -2] Name or service not known'))","",NA,"http://web.archive.org/web/20250216201551/https://www.co-19pdb.habdsk.org/","S Khan Lab Mardan, Khyber Pakhtunkhwa, Pakistan.","Ullah S, Li Y, Rahman W, Ullah F, Ijaz M, Ullah A, Ahmad G, Ullah H, Gao T","","Shenzhen's introduction of talents and research start-up (392020), Shenzhen&apos;s introduction of talents and research start-up",0,"Pakistan"
"39176867",2024-08-01,"COFONI",0.990745783,"COFONI",0.990745783,"Network",0.679946303,1,"http://forschungsdb.cofoni.de","308","(51.5344,9.9323)","Germany","http://web.archive.org/web/20260606161943/https://forschungsdb.cofoni.de/","Peter L. Reichertz Institute for Medical Informatics of TU Braunschweig and Hannover Medical School, Germany.","Scheuermann K, Hufeland P, Haarbrandt B, Hanss S, Joseph M, Kohler S, Krefting D, Richter J, Tute E, Wolf KH, Marschollek M","","",0,"Germany"
"39253058",2024-08-12,"cPEPmatch",0.997689188,"cPEPmatch",0.997689188,"",0,1,"http://t38webservices.nat.tum.de/cpepmatch","301","(48.1325,11.6203)","Germany","no_wayback","Center for Functional Protein Assemblies, Technical University of Munich, Ernst-Otto-Fischer-StraÃe 8, Garching, Germany.","Santini BL, Wendel S, Halbwedl N, Knipp A, Zacharias M","","Max Planck Society, Bundesministerium fÃ¼r Bildung und Forschung, German Research Foundation",5,"Germany"
"39329269",2025-01-01,"CircaKB",0.997754991,"CircaKB",0.997754991,"",0,1,"http://cdsic.njau.edu.cn/CircaKB","301","(31.2222,121.4581)","China","http://web.archive.org/web/20250325000603/http://cdsic.njau.edu.cn/CircaKB/","College of Artificial Intelligence, Nanjing Agricultural University, No. 1 Weigang Rd., Nanjing, JiangsuÂ 210095, China.","Zhu X, Han X, Li Z, Zhou X, Yoo SH, Chen Z, Ji Z","","Agricultural Science and Technology Innovation Foundation of Jiangsu Province, Central Universities, Nanjing Agricultural University",9,"China"
"39404758",2024-10-15,"ClinGen",0.995141417,"ClinGen",0.995141417,"Genome Resource",0.955249051,1,"http://www.clinicalgenome.org/start","301","(32.8546,-79.9748)","USA","http://web.archive.org/web/20260215005226/https://clinicalgenome.org/start/","None",", ","","NHGRI NIH HHS, NHGRI NIH HHS, National Cancer Institute, National Institutes of Health, National Human Genome Research Institute, U.S. National Library of Medicine, NHGRI NIH HHS, National Cancer Institute, National Cancer Institute",49,"NA"
"39436046",2025-01-01,"Chem(Pro)2",0.993269846,"Chem(Pro)2",0.993269846,"",0,1,"http://idrblab.org/chemprosquare","301","(34.0737,-118.3720)","USA","None","Institute of Drug Discovery Technology, Ningbo University, Ningbo 315211, China.","Fu S, Chen Z, Luo Z, Nie M, Fu T, Zhou Y, Yang Q, Zhu F, Ni F","","National Natural Science Foundation of China, Key R&amp;D Programs of the Zhejiang Province, National Natural Science Foundation of China, Alibaba-Zhejiang University Joint Research Centers of Future Digital Healthcare, Key R&D Programs of the Zhejiang Province, National Natural Science Foundation of China, Leading Talents of the âTen Thousand Planâ National High-Level Talent Support Plan of China, National Natural Science Foundation of China, Alibaba Cloud, Information Technology Center of Zhejiang University, National Key Research and Development Program of China, National Natural Science Foundation of China, Leading Talents of the 'Ten Thousand Plan' National High-Level Talent Support Plan of China, Double Top-Class University, Fundamental Research Funds for the Central Universities, Scientific Research Grant of Ningbo University, National Natural Science Foundation of China, Natural Science Foundations of Zhejiang Province, Westlake Laboratory",3,"China"
"39609715",2024-11-28,"CidalsDB",0.997636318,"CidalsDB",0.997636318,"",0,1,"http://cidalsdb.streamlit.app","303","(39.0997,-94.5786)","USA","None","Laboratory of Molecular Epidemiology and Experimental Pathology - LR16IPT04, Institut Pasteur de Tunis, UniversitÃ© de Tunis El Manar, 13, Place Pasteur, 1002, Tunis, Tunisia. emna.harigua@pasteur.utm.tn.","Harigua-Souiai E, Masmoudi O, Makni S, Oualha R, Abdelkrim YZ, Hamdi S, Souiai O, Guizani I","","Ministry of Higher Education and Research of the Republic of Tunisia, European Commission, United States Agency for International Development",4,"Tunisia"
"39991480",2025-01-18,"CNPKB",0.861022919,"CNPKB",0.861022919,"Chinese Pharmacogenomic Knowledge Base",0.851259589,1,"http://www.cnpkb.com.cn","200","(39.9075,116.3972)","China","http://web.archive.org/web/20260518175705/http://cnpkb.com.cn/","Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha 410078, China.","Wang LY, Yu B, Peng Y, Mou K, Zhan Y, Wang YM, Ji W, Xu C, Xiao LD, Chen Y, Wang H, She ZH, Dai P, Zhao GY, Wang Y, Yu LL, Yu M, Liu K, Cui JJ, Liu R, Li X, Huang YF, Liu ZQ, Ouyang DS, Zhang W, Li Q, Xiong XL, Guo CX, Li JG, Lv QL, Xing QH, Wang HJ, Li ZL, Wu JC, Huang LJ, He J, Tan LM, Hong WX, Wang XC, Li CP, Lu Q, Zhang L, Kong XD, Zhou HH, Yin JY","","National Natural Science Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China, Hunan Provincial Natural Science Foundation, Hunan Provincial Natural Science Foundation, National Natural Science Foundation of China, Hunan Provincial Natural Science Foundation",3,"China"
"40181386",2025-04-03,"CLC-DB",0.997379854,"CLC-DB",0.997379854,"Chiral Ligand and Catalyst Database",0.979790471,1,"http://compbio.sjtu.edu.cn/services/clc-db","302","(31.2222,121.4581)","China","no_wayback","Shanghai Key Laboratory for Molecular Engineering of Chiral Drugs, Frontiers Science Center for Transformative Molecules, School of Chemistry and Chemical Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China.","Yu G, Yu K, Wang X, Zhang C, Luo Y, Huo X, Yang Y","","National Key Research and Development Program of China, National Key Research and Development Program of China, National Natural Science Foundation of China, National Natural Science Foundation of China",2,"China"
"40270708",2025-04-03,"CORN",0.967278302,"CORN",0.967278302,"riented Regulatory Networks",0.804332149,1,"http://qinlab.sysu.edu.cn/corn/home","HTTPConnectionPool(host='qinlab.sysu.edu.cn', port=80): Pool is closed.","",NA,"no_wayback","School of Pharmaceutical Sciences (Shenzhen), Shenzhen Campus of Sun Yat-sen University, Shenzhen, Guangdong 518107, China.","Leung RWT, Zhang X, Chen Z, Liang Y, Huang S, Yang Z, Zong X, Jiang X, Lin R, Deng W, Hu Y, Qin J","","National Natural Science Foundation of China, Science, Technology and Innovation Commission of Shenzhen Municipality, National Natural Science Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China, Guangdong Provincial Natural Science Foundation, Science, Technology and Innovation Commission of Shenzhen Municipality, Science, Technology and Innovation Commission of Shenzhen Municipality, Science, Technology and Innovation Commission of Shenzhen Municipality, Science, Technology and Innovation Commission of Shenzhen Municipality",1,"China"
"40353835",2025-07-01,"CircAge",0.989436388,"CircAge",0.989436388,"",0,1,"http://circage.kiz.ac.cn","200","(39.9075,116.3972)","China","http://web.archive.org/web/20260129081318/http://circage.kiz.ac.cn/","State Key Laboratory of Genetic Evolution & Animal Models, Key Laboratory of Healthy Aging Research of Yunnan Province, Kunming Institute of Zoology, Chinese Academy of Sciences, Kunming 650201, China.","Dong X, Zhou Z, Wang Y, Nisar A, Pu S, Lv L, Li Y, Lu X, He Y","","",0,"China"
"40580317",2025-06-28,"COMA",0.993135571,"COMA",0.993135571,"Circadian Ontogenetic Metabolomics Atlas",0.989821341,1,"http://coma.metabolomics.fgu.cas.cz","301","(50.0880,14.4208)","Czech Republic","http://web.archive.org/web/20260215100229/https://coma.metabolomics.fgu.cas.cz/","Institute of Physiology of the Czech Academy of Sciences, Videnska 1083, Prague, 14200, Czech Republic.","Rudl Kulhava L, Houdek P, Novakova M, Hricko J, Paucova M, Kuda O, Sladek M, Fiehn O, Sumova A, Cajka T","","",2,"Czech Republic"
"41029413",2025-09-30,"CPMOAD",0.997505546,"CPMOAD",0.997505546,"Comprehensive Preeclampsia Multi-Omics Analysis Database",0.946004905,1,"http://nscc.zzu.edu.cn/CPMOAD","301","(39.9075,116.3972)","China","no_wayback","Department of Laboratory Medicine, The Third Affiliated Hospital of Zhengzhou University, 7 Kangfu Qian Street, Zhengzhou, 450052, Henan, People's Republic of China. yangfangscu@gmail.com.","Fang Y, Fan M, Li H, Xu H, Du H, Guo Y, Gao J, Yuan E, Song L, Wang Y, Shi Q, Yu H, Yuan E, Zhao X, Zhang L","","Henan Provincial Science and Technology Research and Development Joint Fund, Henan Province Medical Science and Technology Research, Henan Province Medical Science and Technology Research, Henan Provincial Science and Technology Research Project, The Medical Science and Technology Joint Construction Project of Henan Province, Henan Province Medical Science and Technology Research",0,"China"
"41031637",2025-01-01,"CobVar",0.976961181,"CobVar",0.976961181,"Cobalamin Associated Genetic Variant",0.88229695,1,"http://datatools.sjri.res.in/VBG","HTTPConnectionPool(host='datatools.sjri.res.in', port=80): Pool is closed.","",NA,"no_wayback","Division of Nutrition, St. John's Research Institute, St. John's National Academy of Health Sciences, Sarjapur Road, Bengaluru, Bengaluru Urban District, Karnataka 560034, India.","Suresh NH, Kilpady CA, Kamath AA, Ahmed A, Thomas T, Kurpad AV, Sivadas A","","Department of Biotechnology, Wellcome Trust India Alliance Clinical, Public Health Research Centre Grant",0,"India"
"41329497",2025-12-02,"circASbase",0.996864915,"circASbase",0.996864915,"",0,1,"http://reprod.njmu.edu.cn/cgi-bin/circASbase","301","(31.2222,121.4581)","China","http://web.archive.org/web/20250429223948/http://reprod.njmu.edu.cn/cgi-bin/circASbase/","Department of Biomedical Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing 211106, China.","Zou L, Zhao J, Li H, Xu C, Wang Y, Guo X, Song X","","",0,"China"
"41377120",2025-11-22,"CirRFKB",0.997754514,"CirRFKB",0.997754514,"Circadian-Related Risk Factor Knowledgebase for Cancer",0.956611592,1,"http://bioinf.org.cn:9876","200","",NA,"no_wayback","Cancer center and Institutes for Systems Genetics, Frontiers Science Center for Disease-related Molecular Network, West China Hospital, Sichuan University, Chengdu 610041, China.","Wang J, Zong H, Zhang Y, Liu X, Shen K, Li X, Wu R, Jiang M, CebriÃ¡n DR, Dopico JRR, Shen B","","Sichuan Province Science and Technology Support Program, National Natural Science Foundation of China, National Natural Science Foundation of China",0,"China, China"
"41399279",2025-12-15,"Co-BreeD",0.996099496,"Co-BreeD",0.996099496,"Cooperative-Breeding Database",0.854330218,1,"http://doi.org/10.1111/1365-2656.70154","301","(37.7621,-122.3971)","USA","no_wayback","RuÄer BoÅ¡kovic Institute, Zagreb, Croatia.","Culina A","","Hrvatska Zaklada za Znanost, Hrvatska Zaklada za Znanost",0,"Croatia"
"37791883",2024-01-01,"CROST",0.993975103,"CROST",0.993975103,"",0,1,"http://ngdc.cncb.ac.cn/crost","301","(39.9075,116.3972)","China","None","CAS Key Laboratory of Genome Sciences and Information, Beijing Institute of Genomics, Chinese Academy of Sciences / China National Center for Bioinformation, Beijing 100101, China.","Wang G, Wu S, Xiong Z, Qu H, Fang X, Bao Y","","National Key Research and Development Program of China, National Natural Science Foundation of China, National Key Research and Development Program of China",62,"China, China"
"37889074",2024-01-01,"dbAPIS",0.995568335,"dbAPIS",0.995568335,"",0,1,"http://bcb.unl.edu/dbAPIS","301","(47.6036,-122.3256)","USA","http://web.archive.org/web/20260213165703/https://bcb.unl.edu/dbAPIS/","Nebraska Food for Health Center, Department of Food Science and Technology, University of Nebraska - Lincoln, Lincoln, NEÂ 68588, USA.","Yan Y, Zheng J, Zhang X, Yin Y","","Nebraska Tobacco Settlement Biomedical Research Enhancement Funds, United States Department of Agriculture, National Institutes of Health, NIGMS NIH HHS, NIAID NIH HHS, NIH HHS, National Institutes of Health",47,"United States"
"38000385",2024-01-01,"CropGS-Hub",0.993551612,"CropGS-Hub",0.993551612,"",0,1,"http://iagr.genomics.cn/CropGS","301","(23.1167,113.2500)","China","None","Shanghai Key Laboratory of Plant Molecular Sciences, Shanghai Collaborative Innovation Center of Plant Germplasm Resources, College of Life Sciences, Shanghai Normal University, Shanghai, China.","Chen J, Tan C, Zhu M, Zhang C, Wang Z, Ni X, Liu Y, Wei T, Wei X, Fang X, Xu Y, Huang X, Qiu J, Liu H","","Shenzhen Science and Technology Program, KCXFZ20201221173013035, Shanghai Science and Technology Committee Rising Star Program, Hainan Yazhou Bay Seed Lab, National Natural Science Foundation of China, National Key R&amp;D Program of China, BGI-Shenzhen, Shenzhen518000, China, Shenzhen Sustainable Development Project, Guangdong Provincial Key Laboratory",21,"China"
"38242684",2024-01-01,"DAPredict",0.995079219,"DAPredict",0.995079219,"",0,1,"http://bio-bigdata.hrbmu.edu.cn/DAPredict, http://bio-bigdata.hrbmu.edu.cn/DAPredict","301, 301","(41.7922,123.4328), (41.7922,123.4328)","China","None, None","Department of Pharmacogenomics, College of Bioinformatics Science and Technology, Harbin Medical University, Harbin 150081, China.","Meng Q, Cai Y, Zhou K, Xu F, Huo D, Xie H, Yu M, Zhang D, Chen X","","National Natural Science Foundation of China, NHGRI NIH HHS",0,"China"
"38310806",2024-01-29,"CSSLdb",0.992520273,"CSSLdb",0.992520273,"Cancer Specific Synthetic Lethality Database",0.877030048,1,"http://www.tmliang.cn/CSSL","302","(39.9075,116.3972)","China","None","State Key Laboratory of Organic Electronics and Information Displays & Institute of Advanced Materials (IAM), Nanjing University of Posts and Telecommunications, Nanjing, 210023, China.","Dou Y, Ren Y, Zhao X, Jin J, Xiong S, Luo L, Xu X, Yang X, Yu J, Guo L, Liang T","","",6,"China"
"38346982",2024-02-12,"Crop-GPA",0.997406363,"Crop-GPA",0.997406363,"",0,1,"http://crop-gpa.aielab.net","301","(22.2783,114.1747)","China","None","School of Information and Artificial Intelligence, Anhui Beidou Precision Agriculture Information Engineering Research Center, Anhui Agricultural University, Hefei, Anhui, 230036, China.","Gao Y, Zhou Q, Luo J, Xia C, Zhang Y, Yue Z","","National Natural Science Foundation of China, National Natural Science Foundation of China (National Science Foundation of China)",4,"China"
"38406264",2024-02-24,"dbCRAF",0.998272419,"dbCRAF",0.998272419,"",0,1,"http://dbcraf.xialab.info","200","(30.2936,120.1614)","China","http://web.archive.org/web/20240602224954/http://dbcraf.xialab.info/","Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education and Information Materials and Intelligent Sensing Laboratory of Anhui Province, Institutes of Physical Science and Information Technology, Anhui University, Hefei, AnhuiÂ 230601, China.","Liu J, Li J, Jin F, Li Q, Zhao G, Wu L, Li X, Xia J, Cheng N","","National Natural Science Foundation of China, National Science Fund for Excellent Young Scholars, National Natural Science Foundation of China, Natural Science Foundation of Anhui Province",1,"China"
"38555474",2024-03-01,"D3EGFR",0.995387137,"D3EGFR",0.995387137,"",0,1,"http://www.d3pharma.com/D3EGFR/index.php","302","(31.2222,121.4581)","China","None","State Key Laboratory of Drug Research; Drug Discovery and Design Center, Shanghai Institute of Materia Medica, Chinese Academy of Sciences, Shanghai 201203, China.","Shi Y, Li C, Zhang X, Peng C, Sun P, Zhang Q, Wu L, Ding Y, Xie D, Xu Z, Zhu W","","Shanghai Health Commission, National Natural Science Foundation of China, National Key Research and Development Program of China, Shanghai Pulmonary Hospital Research Fund, Shanghai Pulmonary Hospital Research Fund, Natural Science Research Program for Higher Education in Jiangsu Province, National Natural Science Foundation of China",5,"China"
