ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations
28187413,DaTo,0.992877007,DaTo,0.992877007,,0,1,http://bis.zju.edu.cn/DaTo,302,CN,"(31.2222,121.4581)",None,2016-12-18,None,"Li Q, Zhou Y, Jiao Y, Zhang Z, Bai L, Tong L, Yang X, Sommer B, Hofestädt R, Chen M",,,2.0
28191780,CSCTT,0.99582231,CSCTT,0.99582231,Cancer Stem Cells Therapeutic Target Database,0.993961447,1,http://www.csctt.org,301,US,"(37.7621,-122.3971)",None,2016-10-11,"Center for Molecular Medicine, School of Life Science and Biotechnology, Dalian University of Technology, Dalian, People's Republic of China.","Hu X, Cong Y, Luo HH, Wu S, Zhao LE, Liu Q, Yang Y",,,11.0
28294141,database of Genomic Elements Associated with drug Resistance,0.862406161,GEAR,0.687603295,database of Genomic Elements Associated with drug Resistance,0.862406161,1,http://gear.comp-sysbio.org,"HTTPConnectionPool(host='gear.comp-sysbio.org', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b1998970>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,None,2017-03-15,"Department of Computer Science and Technology, Tongji University, Shanghai 201804, China.","Wang YY, Chen WH, Xiao PP, Xie WB, Luo Q, Bork P, Zhao XM",,,17.0
28440791,CyanoType,0.9971928,CyanoType,0.9971928,,0,1,http://lege.ciimar.up.pt/cyanotype,404,,,None,2017-04-25,"CIIMAR/CIMAR-Interdisciplinary Centre of Marine and Environmental Research, University of Porto, Terminal de Cruzeiros do Porto de Leixões, Av. General Norton de Matos s/n, Matosinhos 4450-208, Portugal.","Ramos V, Morais J, Vasconcelos VM",,,16.0
28704505,CSmiRTar,0.990449607,CSmiRTar,0.990449607,Condition-Specific miRNA Targets,0.896995284,1,"http://cosbi.ee.ncku.edu.tw/CSmiRTar/, http://cosbi4.ee.ncku.edu.tw/CSmiRTar","301, 404","TW, ","(22.9908,120.2133), ","None, None",2017-07-13,"Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan.","Wu WS, Tu BW, Chen TT, Hou SW, Tseng JT",,"Ministry of Science and Technology, Taiwan",17.0
28724888,CrossCheck,0.990276933,CrossCheck,0.990276933,,0,1,http://proteinguru.com/crosscheck,302,US,"(33.4484,-112.0740)",None,2017-07-19,"Department of Computer Engineering, Faculty of Engineering, Gazi University, Ankara, Turkey.","Najafov J, Najafov A",,,5.0
28977473,dbCoRC,0.997102678,dbCoRC,0.997102678,,0,1,http://dbcorc.cam-su.org,530,,,http://web.archive.org/web/20260516180342/http://dbcorc.cam-su.org/,2018-01-01,"School of Biology and Basic Medical Sciences, Soochow University, Suzhou 215123, China.","Huang M, Chen Y, Yang M, Guo A, Xu Y, Xu L, Koeffler HP",,,38.0
29031638,dbGAPs,0.978835642,dbGAPs,0.978835642,,0,1,http://www.bmicnip.in/dbgaps,"HTTPConnectionPool(host='www.bmicnip.in', port=80): Max retries exceeded with url: /dbgaps (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b195a550>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,http://web.archive.org/web/20170629091001/http://bmicnip.in:80/dbgaps/,2017-10-12,"Biomedical Informatics Centre, National Institute of Pathology - ICMR, New Delhi, India.","Aggarwal S, Nayek A, Pradhan D, Verma R, Yadav M, Ponnusamy K, Jain AK",,,5.0
29036403,CSCD,0.997561216,CSCD,0.997561216,pecific circRNA database,0.575147778,1,http://gb.whu.edu.cn/CSCD,403,,,None,2018-01-01,"School of Basic Medical Sciences, Wuhan University, Wuhan 430071, Hubei, China.","Xia S, Feng J, Chen K, Ma Y, Gong J, Cai F, Jin Y, Gao Y, Xia L, Chang H, Wei L, Han L, He C",,,305.0
29036683,CR2Cancer,0.981912553,CR2Cancer,0.981912553,,0,1,http://cis.hku.hk/CR2Cancer,301,HK,"(22.2783,114.1747)",None,2018-01-01,"School of Biological Sciences, The University of Hong Kong, Hong Kong 999077, China.","Ru B, Sun J, Tong Y, Wong CN, Chandra A, Tang ATS, Chow LKY, Wun WL, Levitskaya Z, Zhang J",,,26.0
29145823,dbMDEGA,0.986826241,dbMDEGA,0.986826241,,0,1,http://dbmdega.shinyapps.io/dbMDEGA,301,US,"(39.0437,-77.4875)",no_wayback,2017-11-16,"Department of Occupational Health and Toxicology, School of Public Health, Nanchang University, BaYi Road 461, Nanchang, 330006, China.","Zhang S, Deng L, Jia Q, Huang S, Gu J, Zhou F, Gao M, Sun X, Feng C, Fan G",,"Jiangxi Provincial Natural Science Foundation, National Nature Science Foundation of China",9.0
29178828,CrusTF,0.992500782,CrusTF,0.992500782,,0,1,http://qinlab.sls.cuhk.edu.hk/CrusTF,200,HK,"(22.2783,114.1747)",None,2017-11-25,"Simon F. S. Li Marine Science Laboratory, School of Life Sciences, The Chinese University of Hong Kong, Shatin, New Territories, Hong Kong, China. qinjing@cuhk.edu.hk.","Qin J, Hu Y, Ma KY, Jiang X, Ho CH, Tsang LM, Yi L, Leung RWT, Chu KH",,"National Natural Science Foundation of China, Direct Grant for Research from The Chinese University of Hong Kong, Natural Science Foundation of Guangdong Province, National Natural Science Foundation of China, Collaborative Research Fund of the Research Grants Council",8.0
29485625,Datasets2Tools,0.979977262,Datasets2Tools,0.979977262,,0,1,http://amp.pharm.mssm.edu/datasets2tools,307,US,"(39.0437,-77.4875)",None,2018-02-27,"Department of Pharmacological Sciences, Mount Sinai Center for Bioinformatics, BD2K-LINCS Data Coordination and Integration Center (DCIC), Team Nitrogen of the NIH Data Commons Pilot Project Consortium (DCPPC), Icahn School of Medicine at Mount Sinai, One Gustave L. Levy Place, Box 1603, New York, NY 10029, USA.","Torre D, Krawczuk P, Jagodnik KM, Lachmann A, Wang Z, Wang L, Kuleshov MV, Ma'ayan A",,"NCI NIH HHS, NCI NIH HHS, NIH HHS, NHLBI NIH HHS, NHLBI NIH HHS",10.0
29764375,dbATM,0.992344558,dbATM,0.992344558,animal transcriptome map,0.634973332,1,http://dbATM.mbc.nctu.edu.tw,"HTTPConnectionPool(host='dbatm.mbc.nctu.edu.tw', port=80): Pool is closed.",,,http://web.archive.org/web/20220621180038/http://dbatm.mbc.nctu.edu.tw/,2018-05-09,"Institute of Bioinformatics and Systems Biology, National Chiao Tung University, Hsinchu, 300, Taiwan.","Chou CH, Huang HY, Huang WC, Hsu SD, Hsiao CD, Liu CY, Chen YH, Liu YC, Huang WY, Lee ML, Chen YC, Huang HD",,,3.0
29860480,dbCRSR,0.995114565,dbCRSR,0.995114565,cancer radiosensitivity regulation factors database,0.697191248,1,http://bioinfo.ahu.edu.cn,412,,,http://web.archive.org/web/20231210051913/http://bioinfo.ahu.edu.cn/,2018-01-01,"Key Laboratory of High Magnetic Field and Ion Beam Physical Biology, Hefei Institutes of Physical Science, Chinese Academy of Sciences, Anhui Province Key Laboratory of Environmental Toxicology and Pollution Control Technology, Hefei, Anhui, People's Republic of China.","Wen P, Xia J, Cao X, Chen B, Tao Y, Wu L, Xu A, Zhao G",,"National Natural Science Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China",8.0
29961819,dbLGL,0.99372381,dbLGL,0.99372381,,0,1,http://soft.bioinfo-minzhao.org/lgl,406,,,http://web.archive.org/web/20231203121105/https://soft.bioinfo-minzhao.org/lgl/,2018-01-01,"The School of Public Health, Institute for Chemical Carcinogenesis, Guangzhou Medical University, Guangzhou, China.","Liu Y, Luo M, Jin Z, Zhao M, Qu H",,"National Key Research and Development Program of China, National Natural Science Foundation of China",5.0
30016397,dbCID,0.99611038,dbCID,0.99611038,database of Cancer driver InDels,0.814343606,1,http://bioinfo.ahu.edu.cn:8080/dbCID,400,,,http://web.archive.org/web/20210923030620/http://bioinfo.ahu.edu.cn:8080/dbCID/,2019-09-01,"Institute of Physical Science and Information Technology, School of Computer Science and Technology, Anhui University, Hefei, Anhui, China.","Yue Z, Zhao L, Cheng N, Yan H, Xia J",,National Natural Science Foundation of China,12.0
30053267,dbCAN-seq,0.997396141,dbCAN-seq,0.997396141,,0,1,http://cys.bios.niu.edu/dbCAN_seq,"HTTPConnectionPool(host='cys.bios.niu.edu', port=80): Max retries exceeded with url: /dbCAN_seq (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b1998e50>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,http://web.archive.org/web/20190311151905/http://cys.bios.niu.edu:80/dbCAN_seq/,2018-01-01,"College of Computer and Control Engineering, Nankai University, Tianjin, China.","Huang L, Zhang H, Wu P, Entwistle S, Li X, Yohe T, Yi H, Yang Z, Yin Y",,NIGMS NIH HHS,230.0
30117424,CZRC,0.992718458,CZRC,0.992718458,China Zebrafish Resource Center,0.937906504,1,http://zfish.cn,301,CN,"(30.2936,120.1614)",None,2018-08-01,"China Zebrafish Resource Center, State Key Laboratory of Freshwater Ecology and Biotechnology, Institute of Hydrobiology, Chinese Academy of Sciences, Wuhan 430072, China.","Xiong F, Xie XW, Pan LY, Li KY, Liu LY, Zhang Y, Li LL, Sun YH",,,0.0
30285246,CRISPRlnc,0.995125651,CRISPRlnc,0.995125651,,0,1,"http://www.crisprlnc.org, http://crisprlnc.xtbg.ac.cn","302, HTTPConnectionPool(host='crisprlnc.xtbg.ac.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b189f4c0>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HK, ","(22.2783,114.1747), ","None, None",2019-01-01,"CAS Key Laboratory of Tropical Plant Resources and Sustainable Use, Xishuangbanna Tropical Botanical Garden, Chinese Academy of Sciences, Kunming 650223, China.","Chen W, Zhang G, Li J, Zhang X, Huang S, Xiang S, Hu X, Liu C",,"Developmental Biology of Freshwater Fish, Developmental Biology of Hunan Province, National Natural Science Foundation of China, National Natural Science Foundation of China, Scientific Research Fund of Hunan Provincial Education Department",33.0
30321383,CuGenDB,0.997316897,CuGenDB,0.997316897,Cucurbit Genomics Database,0.988422981,1,http://cucurbitgenomics.org,200,US,"(42.5140,-76.3466)",None,2019-01-01,"Boyce Thompson Institute, Cornell University, Ithaca, NY 14853, USA.","Zheng Y, Wu S, Bai Y, Sun H, Jiao C, Guo S, Zhao K, Blanca J, Zhang Z, Huang S, Xu Y, Weng Y, Mazourek M, K Reddy U, Ando K, McCreight JD, Schaffer AA, Burger J, Tadmor Y, Katzir N, Tang X, Liu Y, Giovannoni JJ, Ling KS, Wechter WP, Levi A, Garcia-Mas J, Grumet R, Fei Z",,"US-Israel Binational Agricultural Research and Development, US-Israel Binational Agricultural Research and Development, US-Israel Binational Agricultural Research and Development, National Institute of Food and Agriculture",125.0
30379998,dbCPM,0.986568928,dbCPM,0.986568928,of Cancer Passenger Mutations,0.904574347,1,http://bioinfo.ahu.edu.cn:8080/dbCPM,400,,,http://web.archive.org/web/20210923025130/http://bioinfo.ahu.edu.cn:8080/dbCPM/,2018-10-30,"Institute of Physical Science and Information Technology, School of Computer Science and Technology, Anhui University, Hefei, Anhui, China.","Yue Z, Zhao L, Xia J",,"Anhui Provincial Outstanding Young Talent Support Plan, National Natural Science Foundation of China, oung Wanjiang Scholar Program of Anhui Province, China, National Natural Science Foundation of China",13.0
30548723,CropSNPdb,0.997403085,CropSNPdb,0.997403085,,0,1,http://snpdb.appliedbioinformatics.com.au,301,AU,"(-31.9522,115.8614)",None,2019-01-28,"School of Biological Sciences and Institute of Agriculture, The University of Western Australia, Perth, WA, 6009, Australia.","Scheben A, Verpaalen B, Lawley CT, Chan CK, Bayer PE, Batley J, Edwards D",,"Australian Research Council, Australian Research Council, Australian Research Council, Australian Research Council",16.0
30598113,CRlncRNA,0.995219409,CRlncRNA,0.995219409,,0,1,http://crlnc.xtbg.ac.cn,"HTTPConnectionPool(host='crlnc.xtbg.ac.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b1876df0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,None,2018-12-31,"CAS Key Laboratory of Tropical Plant Resources and Sustainable Use, Xishuangbanna Tropical Botanical Garden, Chinese Academy of Sciences, Menglun, Yunnan, 666303, People's Republic of China.","Wang J, Zhang X, Chen W, Li J, Liu C",,,25.0
30665056,dbHDPLS,0.9490378,dbHDPLS,0.9490378,human disease-related protein-ligand structures,0.909200006,1,http://DeepLearner.ahu.edu.cn/web/dbDPLS,"HTTPConnectionPool(host='deeplearner.ahu.edu.cn', port=80): Max retries exceeded with url: /web/dbDPLS (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7ed4b19ba970>, 'Connection to deeplearner.ahu.edu.cn timed out. (connect timeout=5)'))",,,no_wayback,2019-01-11,"Institutes of Physical Science and Information Technology, Anhui University, 230601 Hefei, Anhui, China.","Zhu M, Song X, Chen P, Wang W, Wang B",,"National Natural Science Foundation of China, Anhui Province Funds for Excellent Youth Scholars in Colleges, National Natural Science Foundation of China, Anhui Scientific Research Foundation for Returned Scholars",7.0
"30668832, 26553799",DASHR,0.997241557,DASHR,0.997241557,Database of small human noncoding RNAs,0.921087686,2,http://lisanwanglab.org/DASHRv2,301,US,"(39.0437,-77.4875)",None,2019-03-01,"Penn Neurodegeneration Genomics Center, Department of Pathology and Laboratory Medicine.; Department of Pathology and Laboratory Medicine, University of Pennsylvania, Philadelphia, PA 19104, USA Penn Institute for Biomedical Informatics, University of Pennsylvania, Philadelphia, PA 19104, USA.","Kuksa PP, Amlie-Wolf A, Katanić Ž, Valladares O, Wang LS, Leung YY, Leung YY, Kuksa PP, Amlie-Wolf A, Valladares O, Ungar LH, Kannan S, Gregory BD, Wang LS",,"National Institute of General Medical Sciences, NIGMS NIH HHS, NIA NIH HHS, National Institute on Aging, National Institute on Aging, National Institute on Aging, National Institute on Aging, NIA NIH HHS, National Institute on Aging, NIA NIH HHS, NIA NIH HHS, NIA NIH HHS; NIA NIH HHS, NIGMS NIH HHS, NIA NIH HHS, NIGMS NIH HHS, NIA NIH HHS, NIA NIH HHS, NIA NIH HHS",123.0
30967897,croFGD,0.99771744,croFGD,0.99771744,Catharanthus roseus Functional Genomics Database,0.82261859,1,http://bioinformatics.cau.edu.cn/croFGD,307,CN,"(39.9075,116.3972)",None,2019-03-22,"State Key Laboratory of Plant Physiology and Biochemistry, College of Biological Sciences, China Agricultural University, Beijing, China.","She J, Yan H, Yang J, Xu W, Su Z",,,18.0
31366898,Daphnia stressor database,0.718929927,Daphnia stressor database,0.718929927,,0,1,http://www.daphnia-stressordb.uni-hamburg.de/dsdbstart.php,"HTTPConnectionPool(host='www.daphnia-stressordb.uni-hamburg.de', port=80): Max retries exceeded with url: /dsdbstart.php (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b1927550>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,None,2019-07-31,"Department of Marine Sciences, Tjärnö Marine Laboratory, University of Gothenburg, 452 96, Strömstad, Sweden.","Ravindran SP, Lüneburg J, Gottschlich L, Tams V, Cordellier M",,,13.0
31390943,D-lnc,0.984383583,D-lnc,0.984383583,,0,1,http://www.jianglab.cn/D-lnc,302,CN,"(30.2936,120.1614)",None,2019-08-07,"College of Automation Engineering, Nanjing University of Aeronautics and Astronautics , Nanjing , China.","Jiang W, Qu Y, Yang Q, Ma X, Meng Q, Xu J, Liu X, Wang S",,,32.0
31452162,CryptoDB,0.997344255,CryptoDB,0.997344255,,0,1,"http://cryptodb.org/, http://eupathdb.org","301, 301","US, US","(33.9609,-83.3779), (33.9609,-83.3779)","None, None",2020-01-01,"Center for Tropical and Emerging Global Diseases, University of Georgia, Athens, GA, USA.","Warrenfeltz S, Kissinger JC, ",,,14.0
31603498,dbInDel,0.994747579,dbInDel,0.994747579,,0,1,http://enhancer-indel.cam-su.org,530,,,http://web.archive.org/web/20250121122120/http://enhancer-indel.cam-su.org/,2020-03-01,"Department of Bioinformatics, School of Biology and Basic Medical Sciences.","Huang M, Wang Y, Yang M, Yan J, Yang H, Zhuang W, Xu Y, Koeffler HP, Lin DC, Chen X",,"National Natural Science Foundation of China, National Natural Science Foundation of China, National Key R&amp;D Program of China",5.0
31624845,CRISPRCasdb,0.988769293,CRISPRCasdb,0.988769293,,0,1,http://crisprcas.i2bc.paris-saclay.fr,301,FR,"(48.6833,2.1333)",None,2020-01-01,"Institute for Integrative Biology of the Cell (I2BC), CEA, CNRS, Univ. Paris-Sud, Université Paris-Saclay, 91198 Gif-sur-Yvette, France.","Pourcel C, Touchon M, Villeriot N, Vernadet JP, Couvin D, Toffano-Nioche C, Vergnaud G",,"Institut Français de Bioinformatique, CNRS",151.0
31725864,CRAFT,0.874941985,CRAFT,0.874941985,Annotated,0.625489712,1,http://bionlp-corpora.sourceforge.net/CRAFT/index.shtml,301,US,"(37.7621,-122.3971)",None,2017-01-01,"School of Medicine, Department of Pharmacology, University of Colorado Anschutz Medical Campus, 12801 E. 17th Ave., P.O. Box 6511, MS 8303, Aurora, CO 80045-0511, USA.","Bada M, Vasilevsky N, Baumgartner WA, Haendel M, Hunter LE",,"National Institutes of Health, Defense Advanced Research Projects Agency, National Institutes of Health, NLM NIH HHS, NLM NIH HHS",1.0
32183712,CuAS,0.986856222,CuAS,0.986856222,,0,1,http://cmb.bnu.edu.cn/alt_iso/index.php,302,CN,"(39.9075,116.3972)",None,2020-03-18,"MOE Key Laboratory for Biodiversity Science and Ecological Engineering and Beijing Key Laboratory of Gene Resource and Molecular Development, College of Life Sciences, Beijing Normal University, No 19 Xinjiekouwai Street, Beijing, 100875, China.","Sun Y, Zhang Q, Liu B, Lin K, Zhang Z, Pang E",,the National Natural Science Foundation of China,8.0
32294193,ctcRbase,0.997189045,ctcRbase,0.997189045,,0,1,http://www.origin-gene.cn/database/ctcRbase,301,CN,"(36.0649,120.3804)",None,2020-01-01,"Shanghai Key Laboratory of Regulatory Biology, Institute of Biomedical Sciences, School of Life Sciences, East China Normal University, No.500 Dongchuan Road, Shanghai, 200241 China.","Zhao L, Wu X, Li T, Luo J, Dong D",,"Technology and Education, Invigorating Health Care through Science, Jiangsu Provincial Key Medical Discipline",27.0
32928113,CrustyBase,0.661278129,CrustyBase,0.661278129,,0,1,http://crustybase.org,301,AU,"(-27.4679,153.0281)",None,2020-09-14,"Genecology Research Centre, University of the Sunshine Coast, Sippy Downs, Queensland, 4556, Australia. chyde@crustybase.org.","Hyde CJ, Fitzgibbon QP, Elizur A, Smith GG, Ventura T",,"Australian Research Council, Australian Research Council, Australian Research Council",18.0
32941621,dbCAN-PUL,0.993980992,dbCAN-PUL,0.993980992,,0,1,http://bcb.unl.edu/dbCAN_PUL,301,US,"(47.6036,-122.3256)",http://web.archive.org/web/20260514155640/https://bcb.unl.edu/dbCAN_PUL/,2021-01-01,"Department of Biological Sciences, Northern Illinois University, DeKalb, IL 60115, USA.","Ausland C, Zheng J, Yi H, Yang B, Li T, Feng X, Zheng B, Yin Y",,"United States Department of Agriculture, NIGMS NIH HHS, UNL, National Science Foundation",90.0
32990755,CSVS,0.992008924,CSVS,0.992008924,Collaborative Spanish Variability Server,0.858899653,1,http://csvs.babelomics.org,405,,,None,2021-01-01,"Clinical Bioinformatics Area, Fundación Progreso y Salud (FPS), Hospital Virgen del Rocío, Sevilla 41013, Spain.","Peña-Chilet M, Roldán G, Perez-Florido J, Ortuño FM, Carmona R, Aquino V, Lopez-Lopez D, Loucera C, Fernandez-Rueda JL, Gallego A, García-Garcia F, González-Neira A, Pita G, Núñez-Torres R, Santoyo-López J, Ayuso C, Minguez P, Avila-Fernandez A, Corton M, Moreno-Pelayo MÁ, Morin M, Gallego-Martinez A, Lopez-Escamez JA, Borrego S, Antiñolo G, Amigo J, Salgado-Garrido J, Pasalodos-Sanchez S, Morte B, , Carracedo Á, Alonso Á, Dopazo J",,"Regional Government of Madrid, NIMHD NIH HHS, Ministry of Economy and Competitiveness, Regional Government of Madrid, Ministry of Economy and Competitiveness, Ministry of Economy and Competitiveness, Ministry of Economy and Competitiveness, Ministry of Economy and Competitiveness, European Regional Development Fund, Ministry of Economy and Competitiveness",48.0
33010154,CRISP-view,0.996309042,CRISP-view,0.996309042,,0,1,http://crispview.weililab.org,"HTTPConnectionPool(host='crispview.weililab.org', port=80): Pool is closed.",,,None,2021-01-01,"Sanyi Road, Changsha, Hunan Province, People's Republic of China.","Cui Y, Cheng X, Chen Q, Song B, Chiu A, Gao Y, Dawson T, Chao L, Zhang W, Li D, Zeng Z, Yu J, Li Z, Fei T, Peng S, Li W",,"Center of Genetic Medicine Research, Pharmaceutical Research and Manufacturers of America Foundation, W.T. Gill Fellowship",18.0
33051688,dbGuide,0.996610284,dbGuide,0.996610284,,0,1,http://sgrnascorer.cancer.gov/dbguide,301,US,"(39.1157,-77.5636)",http://web.archive.org/web/20220521212127/https://sgrnascorer.cancer.gov/dbguide/,2021-01-01,"Laboratory Animal Sciences Program, Frederick National Lab for Cancer Research, Frederick, MD 21702, USA.","Gooden AA, Evans CN, Sheets TP, Clapp ME, Chari R",,Frederick National Laboratory for Cancer Research,28.0
33084893,crisprSQL,0.997429252,crisprSQL,0.997429252,,0,1,http://www.crisprsql.com,302,DE,"(50.4779,12.3713)",None,2021-01-01,"Department of Computer Science, University of Oxford, Parks Road, Oxford OX1 3QD, UK.","Störtz F, Minary P",,"Biotechnology and Biological Sciences Research Council, Biotechnology and Biological Sciences Research Council, Biotechnology and Biological Sciences Research Council",26.0
33174603,Datanator,0.994000673,Datanator,0.994000673,,0,1,http://datanator.info,200,HK,"(22.2783,114.1747)",None,2021-01-01,"Icahn Institute for Data Science and Genomic Technology and Department of Genetics and Genomic Sciences, Icahn School of Medicine at Mount Sinai, 1255 5th Avenue, Suite C2, New York, NY 10029, USA.","Roth YD, Lian Z, Pochiraju S, Shaikh B, Karr JR",,"NIGMS NIH HHS, National Institutes of Health, Icahn Institute of Data Science and Genomic Technology, National Science Foundation, National Institutes of Health, NIBIB NIH HHS",11.0
"33186582, 26586798",CPPsite,0.992566049,CPPsite,0.992566049,,0,2,http://webs.iiitd.edu.in/raghava/cppsite,301,IN,"(28.6519,77.2315)",None,2020-11-10,"Department of Hepatitis and AIDS, Pasteur Institute of Iran, Tehran, Iran; Iranian Comprehensive Hemophilia Care Center, Tehran, Iran.; Bioinformatics Centre, CSIR-Institute of Microbial Technology, Chandigarh 160036, India.","Kardani K, Bolhassani A, Agrawal P, Bhalla S, Usmani SS, Singh S, Chaudhary K, Raghava GP, Gautam A",,,289.0
33196844,dbCNS,0.997333527,dbCNS,0.997333527,,0,1,http://yamasati.nig.ac.jp/dbcns,404,,,http://web.archive.org/web/20230203110231/http://yamasati.nig.ac.jp/dbcns/,2021-04-01,"Population Genetics Laboratory, Department of Genomics and Evolutionary Biology, National Institute of Genetics, Mishima, Japan.","Inoue J, Saitou N",,"Japan Society for the Promotion of Science, Grants-in-Aid for Scientific Research",4.0
33211888,CSEA-DB,0.997746289,CSEA-DB,0.997746289,Cell type-Specific Enrichment Analysis DataBase,0.910774702,1,http://bioinfo.uth.edu/CSEADB,301,US,"(37.7621,-122.3971)",None,2021-01-01,"Center for Precision Health, School of Biomedical Informatics, The University of Texas Health Science Center at Houston, Houston, TX 77030, USA.","Dai Y, Hu R, Manuel AM, Liu A, Jia P, Zhao Z",,"National Institutes of Health, Data Science and Informatics Core for Cancer Research, NIDCR NIH HHS, Cancer Prevention and Research Institute of Texas, Data Science and Informatics Core for Cancer Research, NLM NIH HHS",27.0
33276297,DBCOVP,0.997579992,DBCOVP,0.997579992,,0,1,http://covp.immt.res.in,200,IN,"(23.2324,87.0716)",http://web.archive.org/web/20260517154311/http://covp.immt.res.in/,2020-11-21,"School of Biotechnology, Kalinga Institute of Industrial Technology (KIIT), Deemed to be University, Bhubaneswar, Odisha, India.","Sahoo S, Mahapatra SR, Parida BK, Rath S, Dehury B, Raina V, Mohakud NK, Misra N, Suar M",,"National Institute of Allergy and Infectious Diseases, Institute of Minerals and Materials Technology, Kalinga Institute of Industrial Technology, Swiss Institute of Bioinformatics",15.0
33320930,CyanoPATH,0.997585058,CyanoPATH,0.997585058,,0,1,http://www.csbg-jlu.info/CyanoPATH,301,CN,"(39.9075,116.3972)",None,2021-07-01,"Jilin University, China.","Du W, Li G, Ho N, Jenkins L, Hockaday D, Tan J, Cao H",,"National Natural Science Foundation of China, Natural Science Foundation of Jilin Province",5.0
33529633,CRMarker,0.994199812,CRMarker,0.994199812,,0,1,http://crmarker.hnnu.edu.cn,"HTTPConnectionPool(host='crmarker.hnnu.edu.cn', port=80): Pool is closed.",,,None,2021-01-30,"School of Biological Engineering, Huainan Normal University, Huainan 232001, PR China; Department of Biostatistics and Computational Biology, School of Life Sciences, Fudan University, Shanghai 200436, PR China; Key Laboratory of Industrial Dust Prevention and Control & Occupational Health and Safety, Ministry of Education, Huainan, PR China; Anhui Shanhe Pharmaceutical Excipients Co., Ltd., Huainan, PR China. Electronic address: jifengzhang@fudan.edu.cn.","Zhang J, Yan S, Li R, Wang G, Kang S, Wang Y, Hou W, Wang C, Tian W",,,5.0
33938221,D3DistalMutation,0.934222619,D3DistalMutation,0.934222619,,0,1,http://www.d3pharma.com/D3DistalMutation/index.php,302,CN,"(31.2222,121.4581)",None,2021-05-02,"CAS Key Laboratory of Receptor Research; Drug Discovery and Design Center, Shanghai Institute of Materia Medica, Chinese Academy of Sciences, Shanghai 201203, China.","Wang X, Zhang X, Peng C, Shi Y, Li H, Xu Z, Zhu W",,"Ministry of Science and Technology of the People&apos;s Republic of China, National Natural Science Foundation of China, Ministry of Science and Technology of the People&apos;s Republic of China",20.0
34256256,CytomegaloVirusDb,0.857445955,CytomegaloVirusDb,0.857445955,,0,1,http://www.cmvdb.dqweilab-sjtu.com/index.php,"HTTPConnectionPool(host='www.cmvdb.dqweilab-sjtu.com', port=80): Max retries exceeded with url: /index.php (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b1941160>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,None,2021-06-09,"Department of Bioinformatics and Biological Statistics, School of Life Sciences and Biotechnology, Shanghai Jiao Tong University, Shanghai, 200240, PR China.","Khan T, Khan A, Nasir SN, Ahmad S, Ali SS, Wei DQ",,"National Natural Science Foundation of China, National Natural Science Foundation of China, Natural Science Foundation of Henan Province, Ministry of Science and Technology of the People&apos;s Republic of China, National Natural Science Foundation of China, Science and Technology Commission of Shanghai Municipality, National Natural Science Foundation of China",16.0
34314366,dbMCS,0.993598044,dbMCS,0.993598044,for anti-Cancer drug Sensitivity,0.694444135,1,http://bioinfo.aielab.cc/dbMCS,302,HK,"(22.2783,114.1747)",no_wayback,2021-11-05,None,"Shen Y, Zhang Y, Xue W, Yue Z",,"Natural Science Young Foundation of Anhui, Natural Science Young Foundation of Anhui Agricultural University, Introduction and Stabilization of Talent Project of Anhui Agricultural University, National Key Research and Development, Graduate Innovation Fund of Anhui Agricultural University",4.0
34482425,CrePortal,0.977086961,CrePortal,0.977086961,,0,1,http://www.informatics.jax.org/home/recombinase,301,US,"(39.0997,-94.5786)",None,2021-09-04,"The Jackson Laboratory, Bar Harbor, ME, 04609, USA.","Perry MN, Smith CM, Onda H, Ringwald M, Murray SA, Smith CL",,"national institute of child health and human development, NIH HHS, NICHD NIH HHS, nih office of the director",7.0
